id,name,state,url,active,errorCount,status,httpCode,suggestedAction,suggestedUrl,errorMessage
"cmkytxb5a001c28wqm6ks3sop","Vanguardia","Coahuila","https://vanguardia.com.mx/feed/",false,10,"NOT_FOUND",404,"DELETE","","Feed not found (404)"
"cmkytxb57001b28wql52cncqg","Zócalo Saltillo","Coahuila","https://www.zocalo.com.mx/feed/",false,10,"HTML_NOT_RSS",200,"UPDATE_URL","https://www.zocalo.com.mx/feed/","Found 7 potential feeds: https://www.zocalo.com.mx/feed/, https://www.zocalo.com.mx/comments/feed/, https://www.zocalo.com.mx/feed"
"cmkytxb5m001h28wqtk4mllha","AFmedios Colima","Colima","https://www.afmedios.com/feed/",true,0,"OK",200,"KEEP","",""
"cmkytxb5h001f28wq9ftaune6","Diario de Colima","Colima","https://www.diariodecolima.com/feed/",false,10,"UNKNOWN",,"INVESTIGATE","","fetch failed"
"cmkytxbf5004n28wqhsc9w3ky","Diario de Colima Manzanillo","Colima","https://www.diariodecolima.com/manzanillo/feed/",false,10,"UNKNOWN",,"INVESTIGATE","","fetch failed"
"cmkytxb5j001g28wqtsn6ckas","El Comentario","Colima","https://elcomentario.ucol.mx/feed/",false,10,"UNKNOWN",403,"INVESTIGATE","","HTTP 403"
"cmkytxb5x001m28wq299pu2dc","El Siglo de Durango","Durango","https://www.elsiglodedurango.com.mx/feed/",false,10,"NOT_FOUND",404,"DELETE","","Feed not found (404)"
"cmkytxb60001n28wq68to8umc","El Sol de Durango","Durango","https://www.elsoldedurango.com.mx/rss.xml",false,10,"HTML_NOT_RSS",200,"UPDATE_URL","https://www.elsoldedurango.com.mx/feed","Found 6 potential feeds: https://www.elsoldedurango.com.mx/feed, https://www.elsoldedurango.com.mx/feed/, https://www.elsoldedurango.com.mx/rss"
"cmkytxb63001o28wqhtqrflt1","Victoria de Durango","Durango","https://victoriadedurango.com/feed/",false,10,"UNKNOWN",,"INVESTIGATE","","fetch failed"
"cmkytxb6d001r28wqqyv78zq6","8 Columnas","Estado de México","https://8columnas.com.mx/feed/",true,0,"OK",200,"KEEP","",""
"cmkytxbfc004p28wqnskvsnzy","Digital Naucalpan","Estado de México","https://digitalnaucalpan.com.mx/feed/",false,10,"UNKNOWN",,"INVESTIGATE","","fetch failed"
"cmkytxb66001p28wq6qmspx52","El Sol de Toluca","Estado de México","https://www.elsoldetoluca.com.mx/rss.xml",false,10,"HTML_NOT_RSS",200,"UPDATE_URL","https://www.elsoldetoluca.com.mx/feed","Found 6 potential feeds: https://www.elsoldetoluca.com.mx/feed, https://www.elsoldetoluca.com.mx/feed/, https://www.elsoldetoluca.com.mx/rss"
"cmkytxb6f001s28wqc8a7stkh","Heraldo Estado de México","Estado de México","https://heraldodemexico.com.mx/feed/",false,10,"NOT_FOUND",404,"DELETE","","Feed not found (404)"
"cmkytxb69001q28wqjehvaneo","Quadratín Estado de México","Estado de México","https://edomex.quadratin.com.mx/feed/",true,0,"OK",200,"KEEP","",""
"cmkytxbf9004o28wqyt02xqrd","Valle de México","Estado de México","https://www.valledemexico.mx/feed/",false,10,"UNKNOWN",,"INVESTIGATE","","fetch failed"
"cmkytxb6r001w28wqsk3oh2d2","Correo Guanajuato","Guanajuato","https://periodicocorreo.com.mx/feed/",false,10,"HTML_NOT_RSS",200,"UPDATE_URL","https://periodicocorreo.com.mx/rss/feed.xml","Found 7 potential feeds: https://periodicocorreo.com.mx/rss/feed.xml, https://periodicocorreo.com.mx/feed, https://periodicocorreo.com.mx/feed/"
"cmkytxb6o001v28wq9nsibxru","El Sol de Irapuato","Guanajuato","https://www.elsoldeirapuato.com.mx/rss.xml",false,10,"HTML_NOT_RSS",200,"UPDATE_URL","https://www.elsoldeirapuato.com.mx/feed","Found 6 potential feeds: https://www.elsoldeirapuato.com.mx/feed, https://www.elsoldeirapuato.com.mx/feed/, https://www.elsoldeirapuato.com.mx/rss"
"cmkytxb6j001t28wq0pzbh6l2","El Sol de León","Guanajuato","https://www.elsoldeleon.com.mx/rss.xml",false,10,"HTML_NOT_RSS",200,"UPDATE_URL","https://www.elsoldeleon.com.mx/feed","Found 6 potential feeds: https://www.elsoldeleon.com.mx/feed, https://www.elsoldeleon.com.mx/feed/, https://www.elsoldeleon.com.mx/rss"
"cmkytxbfi004r28wqzfgfxrsx","El Sol de Salamanca","Guanajuato","https://www.elsoldesalamanca.com.mx/rss.xml",false,10,"HTML_NOT_RSS",200,"UPDATE_URL","https://www.elsoldesalamanca.com.mx/feed","Found 6 potential feeds: https://www.elsoldesalamanca.com.mx/feed, https://www.elsoldesalamanca.com.mx/feed/, https://www.elsoldesalamanca.com.mx/rss"
"cmkytxbff004q28wqt4l5mg91","El Sol del Bajío Celaya","Guanajuato","https://www.elsoldelbajio.com.mx/rss.xml",false,10,"HTML_NOT_RSS",200,"UPDATE_URL","https://www.elsoldelbajio.com.mx/feed","Found 6 potential feeds: https://www.elsoldelbajio.com.mx/feed, https://www.elsoldelbajio.com.mx/feed/, https://www.elsoldelbajio.com.mx/rss"
"cmkytxb6l001u28wq6ms8aegw","Periódico AM","Guanajuato","https://www.am.com.mx/feed/",true,0,"REDIRECT",200,"UPDATE_URL","https://www.am.com.mx/feed",""
"cmkytxbfl004s28wq82oi5vvd","Zona Franca GTO","Guanajuato","https://zonafranca.mx/gto/feed/",false,10,"HTML_NOT_RSS",200,"UPDATE_URL","https://zonafranca.mx/feed","Found 6 potential feeds: https://zonafranca.mx/feed, https://zonafranca.mx/feed/, https://zonafranca.mx/rss"
"cmkytxb6u001x28wq0uju0jxj","Zona Franca Guanajuato","Guanajuato","https://zonafranca.mx/feed/",false,10,"HTML_NOT_RSS",200,"UPDATE_URL","https://zonafranca.mx/feed","Found 6 potential feeds: https://zonafranca.mx/feed, https://zonafranca.mx/feed/, https://zonafranca.mx/rss"
"cmkytxbfq004u28wqu7is9ryl","Diario 21 Guerrero","Guerrero","https://diario21.com.mx/feed/",true,0,"OK",200,"KEEP","",""
"cmkytxb6x001y28wqrz43kybd","El Sol de Acapulco","Guerrero","https://www.elsoldeacapulco.com.mx/rss.xml",false,10,"HTML_NOT_RSS",200,"UPDATE_URL","https://www.elsoldeacapulco.com.mx/feed","Found 6 potential feeds: https://www.elsoldeacapulco.com.mx/feed, https://www.elsoldeacapulco.com.mx/feed/, https://www.elsoldeacapulco.com.mx/rss"
"cmkytxbfo004t28wqv6wtdfqp","El Sur Acapulco","Guerrero","https://suracapulco.mx/acapulco/feed/",false,10,"UNKNOWN",403,"INVESTIGATE","","HTTP 403"
"cmkytxb70001z28wqr0wnkb3n","El Sur Guerrero","Guerrero","https://suracapulco.mx/feed/",false,10,"UNKNOWN",403,"INVESTIGATE","","HTTP 403"
"cmkytxb76002128wqp53so3yy","Novedades Acapulco","Guerrero","https://novedadesacapulco.mx/feed/",false,10,"NOT_FOUND",404,"DELETE","","Feed not found (404)"
"cmkytxb73002028wqaafzhqlc","Quadratín Guerrero","Guerrero","https://guerrero.quadratin.com.mx/feed/",true,0,"OK",200,"KEEP","",""
"cmkytxb7b002328wqsmr51nfg","Criterio Hidalgo","Hidalgo","https://www.criteriohidalgo.com/feed/",false,10,"HTML_NOT_RSS",200,"UPDATE_URL","https://www.criteriohidalgo.com/feed","Found 6 potential feeds: https://www.criteriohidalgo.com/feed, https://www.criteriohidalgo.com/feed/, https://www.criteriohidalgo.com/rss"
"cmkytxb79002228wqi3rj0hy1","El Sol de Hidalgo","Hidalgo","https://www.elsoldehidalgo.com.mx/rss.xml",false,10,"HTML_NOT_RSS",200,"UPDATE_URL","https://www.elsoldehidalgo.com.mx/feed","Found 6 potential feeds: https://www.elsoldehidalgo.com.mx/feed, https://www.elsoldehidalgo.com.mx/feed/, https://www.elsoldehidalgo.com.mx/rss"
"cmkytxbft004v28wqicy8zsvw","Independiente de Hidalgo","Hidalgo","https://www.independientedehidalgo.com.mx/feed/",true,0,"REDIRECT",200,"UPDATE_URL","https://independientedehidalgo.com.mx/feed/",""
"cmkytxb7h002528wqi9we04j1","Plaza Juárez","Hidalgo","https://plazajuarez.mx/feed/",true,0,"OK",200,"KEEP","",""
"cmkytxb7e002428wqhlecj9uc","Quadratín Hidalgo","Hidalgo","https://hidalgo.quadratin.com.mx/feed/",true,0,"OK",200,"KEEP","",""
"cmkytxbg6005028wqtqlr0a6k","El Diario NTR Zapopan","Jalisco","https://www.ntrguadalajara.com/zapopan/feed/",false,10,"NOT_FOUND",404,"DELETE","","Feed not found (404)"
"cmkytxb7j002628wqe7ts2347","El Informador","Jalisco","https://www.informador.mx/rss/",false,10,"HTML_NOT_RSS",200,"UPDATE_URL","https://www.informador.mx/feed","Found 6 potential feeds: https://www.informador.mx/feed, https://www.informador.mx/feed/, https://www.informador.mx/rss"
"cmkytxb7o002828wq3epsyw08","El Occidental","Jalisco","https://www.eloccidental.com.mx/rss.xml",false,10,"HTML_NOT_RSS",200,"UPDATE_URL","https://www.eloccidental.com.mx/feed","Found 6 potential feeds: https://www.eloccidental.com.mx/feed, https://www.eloccidental.com.mx/feed/, https://www.eloccidental.com.mx/rss"
"cmkytxbfv004w28wq37k66yu9","Gdl Noticias","Jalisco","https://gdlnoticias.com/feed/",false,10,"UNKNOWN",,"INVESTIGATE","","fetch failed"
"cmkytxb7u002a28wqd0hmscr0","Milenio Jalisco","Jalisco","https://www.milenio.com/region/jalisco/rss",false,10,"NOT_FOUND",404,"DELETE","","Feed not found (404)"
"cmkytxb7m002728wq926hp9e7","Mural","Jalisco","https://www.mural.com/rss/portada.xml",false,10,"NOT_FOUND",404,"DELETE","","Feed not found (404)"
"cmkytxb7r002928wqy3pdg79n","NTR Guadalajara","Jalisco","https://www.ntrguadalajara.com/feed/",false,10,"NOT_FOUND",404,"DELETE","","Feed not found (404)"
"cmkytxbg3004z28wq0sfulg0i","Tribune de la Bahía","Jalisco","https://www.tribunadelabahia.com.mx/feed/",true,0,"REDIRECT",200,"UPDATE_URL","https://tribunadelabahia.com.mx/feed/",""
"cmkytxbg0004y28wqd169h2mx","Vallarta Opina","Jalisco","https://www.vallartaopina.net/feed/",false,10,"UNKNOWN",,"INVESTIGATE","","fetch failed"
"cmkytxbfy004x28wqgwno9pfw","Zona Guadalajara","Jalisco","https://zonaguadalajara.com/feed/",true,0,"OK",200,"KEEP","",""
"cmkytxb82002d28wq08teuswr","Cambio de Michoacán","Michoacán","https://www.cambiodemichoacan.com.mx/feed/",true,0,"REDIRECT",200,"UPDATE_URL","https://cambiodemichoacan.com.mx/feed/",""
"cmkytxbgg005328wqu7ujhki0","Costa Noticias","Michoacán","https://costanoticias.com/feed/",true,0,"OK",200,"KEEP","",""
"cmkytxbgc005228wqq0v53mrz","El Sol de Uruapan","Michoacán","https://www.elsoldeuruapan.com.mx/rss.xml",false,10,"UNKNOWN",,"INVESTIGATE","","fetch failed"
"cmkytxb7x002b28wqy2naadvd","La Voz de Michoacán","Michoacán","https://www.lavozdemichoacan.com.mx/feed/",true,0,"OK",200,"KEEP","",""
"cmkytxb85002e28wqwg2mplzb","MiMorelia","Michoacán","https://www.mimorelia.com/feed/",true,0,"REDIRECT",200,"UPDATE_URL","https://prod-qt-images.s3.amazonaws.com/production/mimorelia/feed.xml",""
"cmkytxbg9005128wqz5uu7hyd","Noventa Grados Morelia","Michoacán","https://www.noventagrados.com.mx/feed/",false,10,"NOT_FOUND",404,"DELETE","","Feed not found (404)"
"cmkytxb7z002c28wqh7r0cwfs","Quadratín Michoacán","Michoacán","https://www.quadratin.com.mx/feed/",true,0,"OK",200,"KEEP","",""
"cmkytxb8a002g28wqjel84hfm","Diario de Morelos","Morelos","https://www.diariodemorelos.com/feed/",false,10,"NOT_FOUND",404,"DELETE","","Feed not found (404)"
"cmkytxb87002f28wqmwr1ccfq","El Sol de Cuernavaca","Morelos","https://www.elsoldecuernavaca.com.mx/rss.xml",false,10,"HTML_NOT_RSS",200,"UPDATE_URL","https://www.elsoldecuernavaca.com.mx/feed","Found 6 potential feeds: https://www.elsoldecuernavaca.com.mx/feed, https://www.elsoldecuernavaca.com.mx/feed/, https://www.elsoldecuernavaca.com.mx/rss"
"cmkytxb8c002h28wqh2pplde7","La Unión de Morelos","Morelos","https://www.launion.com.mx/feed/",false,10,"NOT_FOUND",404,"DELETE","","Feed not found (404)"
"cmkytxbgj005428wq0a7hkd94","Zona Centro Cuernavaca","Morelos","https://www.zonacentronoticias.com/feed/",false,10,"HTML_NOT_RSS",200,"UPDATE_URL","https://www.zonacentronoticias.com/feed","Found 6 potential feeds: https://www.zonacentronoticias.com/feed, https://www.zonacentronoticias.com/feed/, https://www.zonacentronoticias.com/rss"
"cmkytxb8l002k28wqma2se7hl","El Sol de Nayarit","Nayarit","https://www.elsoldenayarit.mx/feed/",false,10,"HTML_NOT_RSS",200,"UPDATE_URL","https://www.elsoldenayarit.mx/feed","Found 6 potential feeds: https://www.elsoldenayarit.mx/feed, https://www.elsoldenayarit.mx/feed/, https://www.elsoldenayarit.mx/rss"
"cmkytxb8j002j28wqnz9dt76h","Express Nayarit","Nayarit","https://www.nayaritexpress.com/feed/",false,10,"UNKNOWN",,"INVESTIGATE","","fetch failed"
"cmkytxb8g002i28wqfacr8rid","Meridiano Nayarit","Nayarit","https://www.meridiano.mx/feed/",true,0,"REDIRECT",200,"UPDATE_URL","https://meridiano.mx/feed/",""
"cmkytxb8x002p28wqxb4jag4c","ABC Noticias","Nuevo León","https://www.abcnoticias.mx/feed/",false,10,"NOT_FOUND",404,"DELETE","","Feed not found (404)"
"cmkytxb8s002n28wqu5lbzt9w","El Horizonte","Nuevo León","https://www.elhorizonte.mx/feed/",false,10,"SERVER_ERROR",500,"INVESTIGATE","","Server error: 500"
"cmkytxb8o002l28wqh4sj1wvn","El Norte","Nuevo León","https://www.elnorte.com/rss/portada.xml",true,0,"OK",200,"KEEP","",""
"cmkytxb8q002m28wqb8efu019","Info7","Nuevo León","https://www.info7.mx/feed/",false,10,"NOT_FOUND",404,"DELETE","","Feed not found (404)"
"cmkytxb8z002q28wqt6mewgmf","Milenio Monterrey","Nuevo León","https://www.milenio.com/region/monterrey/rss",false,10,"NOT_FOUND",404,"DELETE","","Feed not found (404)"
"cmkytxbgn005628wqeog6134l","Milenio Monterrey","Nuevo León","https://www.milenio.com/monterrey/feed/",false,10,"NOT_FOUND",404,"DELETE","","Feed not found (404)"
"cmkytxbgl005528wqm9cvqcqd","Reporte Índigo NL","Nuevo León","https://www.reporteindigo.com/regio/feed/",false,10,"UNKNOWN",202,"INVESTIGATE","","HTTP 202"
"cmkytxbgp005728wqiduf8jss","San Nicolás Digital","Nuevo León","https://sannicolasdigital.mx/feed/",false,10,"UNKNOWN",,"INVESTIGATE","","fetch failed"
"cmkytxb8v002o28wq8eb624kv","Telediario","Nuevo León","https://www.telediario.mx/feed/",false,10,"NOT_FOUND",404,"DELETE","","Feed not found (404)"
"cmkytxb92002r28wq3gr5150h","El Imparcial Oaxaca","Oaxaca","https://imparcialoaxaca.mx/feed/",true,0,"OK",200,"KEEP","",""
"cmkytxb96002t28wqsgtfjjfw","NVI Noticias Oaxaca","Oaxaca","https://www.nvinoticias.com/oaxaca/feed/",false,10,"NOT_FOUND",404,"DELETE","","Feed not found (404)"
"cmkytxbgs005828wqkxfixfcn","Oaxaca Digital","Oaxaca","https://oaxaca.digital/feed/",true,0,"OK",200,"KEEP","",""
"cmkytxb94002s28wqe3aspufp","Quadratín Oaxaca","Oaxaca","https://oaxaca.quadratin.com.mx/feed/",true,0,"OK",200,"KEEP","",""
"cmkytxb99002u28wq1pwfff9b","Tiempo Oaxaca","Oaxaca","https://tiempooaxaca.com/feed/",false,10,"UNKNOWN",,"INVESTIGATE","","fetch failed"
"cmkytxb9h002x28wqw5npvl53","E-Consulta Puebla","Puebla","https://www.e-consulta.com/feed/",false,10,"NOT_FOUND",404,"DELETE","","Feed not found (404)"
"cmkytxbgy005b28wqfg0sut9g","El Mundo de Tehuacán","Puebla","https://elmundodetehuacan.com/feed/",false,10,"NOT_FOUND",404,"DELETE","","Feed not found (404)"
"cmkytxb9b002v28wqsmanhzyx","El Sol de Puebla","Puebla","https://www.elsoldepuebla.com.mx/rss.xml",false,10,"HTML_NOT_RSS",200,"UPDATE_URL","https://www.elsoldepuebla.com.mx/feed","Found 6 potential feeds: https://www.elsoldepuebla.com.mx/feed, https://www.elsoldepuebla.com.mx/feed/, https://www.elsoldepuebla.com.mx/rss"
"cmkytxb9n002z28wqjwgu28j1","Intolerancia Diario","Puebla","https://intoleranciadiario.com/feed/",false,10,"NOT_FOUND",404,"DELETE","","Feed not found (404)"
"cmkytxb9k002y28wqf0mmumpo","La Jornada de Oriente","Puebla","https://www.lajornadadeoriente.com.mx/feed/",true,0,"OK",200,"KEEP","",""
"cmkytxb9e002w28wq5z69cflr","Milenio Puebla","Puebla","https://www.milenio.com/region/puebla/rss",false,10,"NOT_FOUND",404,"DELETE","","Feed not found (404)"
"cmkytxbgw005a28wqdcwama1p","Status Puebla","Puebla","https://statuspuebla.com.mx/feed/",true,0,"OK",200,"KEEP","",""
"cmkytxbgu005928wqr4e6v2nb","Ángulo 7 Puebla","Puebla","https://www.angulo7.com.mx/feed/",true,0,"OK",200,"KEEP","",""
"cmkytxb9v003128wquoz2sxli","AM Querétaro","Querétaro","https://amqueretaro.com/feed/",false,10,"NOT_FOUND",404,"DELETE","","Feed not found (404)"
"cmkytxb9r003028wqxih9d5jk","Diario de Querétaro","Querétaro","https://www.diariodequeretaro.com.mx/rss.xml",false,10,"HTML_NOT_RSS",200,"UPDATE_URL","https://www.diariodequeretaro.com.mx/feed","Found 6 potential feeds: https://www.diariodequeretaro.com.mx/feed, https://www.diariodequeretaro.com.mx/feed/, https://www.diariodequeretaro.com.mx/rss"
"cmkytxba1003328wqawte6faz","El Universal Querétaro","Querétaro","https://www.eluniversalqueretaro.mx/feed/",false,10,"NOT_FOUND",404,"DELETE","","Feed not found (404)"
"cmkytxb9x003228wqtsgyop81","Noticias de Querétaro","Querétaro","https://www.noticiasdequeretaro.com.mx/feed/",false,10,"UNKNOWN",405,"INVESTIGATE","","HTTP 405"
"cmkytxbh1005c28wq1wkkycjl","Plaza de Armas QRO","Querétaro","https://www.plazadearmas.com.mx/feed/",true,0,"REDIRECT",200,"UPDATE_URL","https://plazadearmas.com.mx/feed/",""
"cmkytxbh5005e28wq2s812lb0","Cancún Mio","Quintana Roo","https://cancunmio.com/feed/",true,0,"REDIRECT",200,"UPDATE_URL","https://www.cancunmio.com/feed/",""
"cmkytxbh3005d28wqahr1uvn3","Noticaribe Cancún","Quintana Roo","https://noticaribe.com.mx/feed/",true,0,"OK",200,"KEEP","",""
"cmkytxbh9005g28wqrqwlbkaq","Noticias Chetumal","Quintana Roo","https://noticiaschetumal.com/feed/",true,0,"OK",200,"KEEP","",""
